@relation 'flchain'
@attribute 'age' numeric
@attribute 'sex' {'F','M'}
@attribute 'sample.yr' numeric
@attribute 'kappa' numeric
@attribute 'lambda' numeric
@attribute 'flc.grp' {'1','10','2','3','4','5','6','7','8','9'}
@attribute 'mgus' {'0','1'}
@attribute 'time' numeric
@attribute 'status' numeric
@data
54,"F",1996,0.92,1.07,"2","0",4835,0
50,"M",1997,1.29,1.84,"7","0",4498,0
51,"F",1995,1.03,1.58,"5","0",4940,0
52,"M",2000,1.25,1,"3","0",3241,0
73,"M",1996,2.17,3.12,"10","0",4865,0
70,"F",1996,2.04,2.32,"9","0",4670,0
63,"F",1997,0.648,0.347,"1","1",4464,0
62,"F",1998,1.02,1.55,"5","0",2189,0
66,"F",1998,1.26,1.03,"3","0",4088,0
82,"F",1996,1.03,1.21,"3","0",3953,1
50,"M",1997,1.73,1.8,"8","0",4484,0
82,"M",1996,1.39,1.51,"6","0",3643,1
68,"F",1996,0.88,1.92,"5","0",4801,0
54,"F",1995,1.19,1.56,"5","0",4981,0
62,"M",1996,1.65,1.54,"7","0",4750,1
62,"M",1995,0.84,1.19,"2","0",5090,0
57,"F",1999,0.858,0.941,"2","0",3751,0
73,"M",1996,1.35,1.32,"5","0",4787,0
64,"M",1995,1.19,1.65,"6","0",4963,0
69,"M",1996,1.89,1.56,"8","0",4680,0
50,"M",1997,1.18,1.39,"5","0",4481,0
74,"F",1995,2.45,3.17,"10","0",1765,1
73,"M",1995,1.77,1.74,"8","0",2970,1
88,"F",1996,1.18,1.69,"6","0",2461,1
56,"M",2001,1.89,1.94,"8","0",2943,0
92,"F",1996,1.34,1.49,"6","0",881,1
60,"F",1996,0.826,1.64,"4","0",4772,0
57,"M",2000,1.08,1.3,"4","0",3273,0
82,"F",1996,0.3,0.47,"1","0",2299,1
63,"F",1996,1.14,1.44,"5","0",4894,0
68,"F",1995,1.18,1.26,"4","0",4345,1
56,"M",1996,0.323,0.597,"1","0",4589,0
63,"M",1996,1.94,2.2,"9","0",4863,0
75,"M",1996,1.99,2.22,"9","0",3370,1
59,"F",1997,0.889,1.16,"2","0",4383,0
64,"F",1996,2.02,2.19,"9","0",4927,0
53,"M",1998,0.71,1.29,"2","0",3835,0
76,"F",1996,2.86,4.41,"10","0",4876,0
50,"M",1998,5.28,5.66,"10","0",4124,0
56,"F",1998,2.41,2.43,"10","0",4002,0
59,"F",1996,0.83,1.03,"2","0",4869,0
71,"F",1996,0.829,1.12,"2","0",733,0
62,"F",1997,0.18,1.02,"1","1",343,0
55,"M",1995,0.9,1.07,"2","0",4981,0
60,"M",1997,1.48,2.12,"8","0",2004,1
64,"M",1996,1.25,3.6,"10","0",2528,1
84,"F",1996,1.27,1.2,"4","0",1066,1
71,"M",1997,1.13,1.15,"3","0",3711,0
76,"M",1995,1.69,1.56,"7","0",464,1
54,"F",1996,1.24,1.55,"5","0",4831,0
54,"M",1997,1.65,2.65,"9","0",4416,0
53,"M",1998,1.49,1.44,"6","0",3799,1
62,"F",1995,0.82,1.34,"3","0",4956,0
66,"F",1995,0.97,1.37,"4","0",4977,0
74,"F",1995,2.36,2.59,"10","0",4992,0
58,"M",2003,1.4,1.21,"5","0",2318,0
92,"F",1996,2.42,2.22,"9","0",115,1
63,"F",1996,1.06,2.1,"7","0",4618,0
78,"F",1997,1.02,1.41,"4","0",2533,1
56,"F",1996,0.76,1.23,"2","0",4926,0
65,"F",2001,0.596,0.843,"1","0",2839,0
69,"F",1997,1.21,1.29,"4","0",4536,0
84,"F",1996,1.27,0.88,"3","0",296,1
73,"M",1997,2.17,2.19,"9","0",4542,0
65,"F",1998,2.26,1.78,"9","0",4193,0
51,"F",1997,1.19,1.27,"4","0",4394,0
84,"M",1996,1.74,4.27,"10","0",3139,1
63,"F",1996,1.59,1.35,"6","0",4018,1
81,"M",1995,2.05,4.21,"10","0",10,1
71,"F",1995,1.4,1.51,"6","0",5002,0
59,"F",1997,0.686,0.445,"1","0",1979,1
71,"M",1996,1.97,2.15,"9","0",95,1
63,"F",1996,0.813,1.15,"2","0",4774,0
76,"M",1996,2.87,2.53,"10","0",1752,1
58,"F",1996,1.15,1.69,"6","0",4883,0
61,"M",1998,0.863,0.614,"1","0",3939,0
67,"M",1996,0.989,1.01,"2","0",4612,0
84,"F",1996,2.35,1.72,"9","0",3140,0
60,"M",2003,2.57,1.85,"9","0",2174,0
84,"M",1995,0.87,1.64,"4","0",182,1
60,"M",2000,0.263,0.304,"1","0",3241,0
51,"M",1996,0.73,1.26,"2","0",259,1
87,"F",1996,1.63,2.59,"9","0",2624,1
65,"M",1995,1.33,2.09,"8","0",2809,1
53,"M",1997,1.18,1.86,"6","0",4533,0
87,"F",1996,1.65,1.39,"6","0",2713,1
60,"F",1995,0.83,1.46,"3","0",4995,0
61,"F",1996,2.2,1.84,"9","0",3922,1
76,"M",1998,2.04,2.5,"9","0",3996,0
50,"F",1996,1.02,1.37,"4","0",4709,0
66,"F",1995,1.72,2.03,"8","0",4991,0
84,"F",1996,1.69,1.97,"8","0",2540,1
73,"F",1997,2.62,4.56,"10","0",378,1
76,"M",1996,1.69,1.24,"6","0",4017,1
74,"F",1997,1.4,1.44,"6","0",4225,0
74,"M",1999,1.66,1.55,"7","0",3264,0
62,"F",1996,0.263,0.311,"1","0",4698,0
54,"M",1996,1.36,1.47,"6","0",4638,0
72,"F",1998,1.16,1.19,"4","0",3989,0
58,"M",1996,1.07,1.6,"5","0",4919,0
54,"M",2000,0.612,1.1,"1","0",3441,0
57,"F",1997,0.257,1.17,"1","1",410,1
59,"F",1996,0.89,1.93,"6","0",4915,0
62,"M",2003,0.766,1.21,"2","0",2307,0
59,"F",1998,1.98,1.37,"7","0",4106,0
62,"F",1996,1.02,2.08,"7","0",4754,0
50,"F",1996,0.68,0.63,"1","0",2215,1
85,"F",1997,4.04,3.23,"10","0",3,1
63,"F",1996,1.46,1.24,"5","0",4891,0
62,"F",1997,1.39,1.67,"6","0",4281,0
57,"F",1996,0.67,1.42,"3","0",4883,0
50,"M",2001,0.859,0.586,"1","0",2904,0
54,"M",1996,1.81,2.07,"9","0",4676,0
50,"F",1996,0.93,1.33,"3","0",4837,0
68,"F",1996,1.25,4.31,"10","0",4780,0
69,"M",2001,5.39,8.13,"10","0",129,1
73,"M",1996,0.8,1.51,"3","0",3877,1
63,"M",1996,0.68,1.12,"2","0",4626,0
83,"M",1996,2.8,5.19,"10","0",672,1
84,"F",1995,1.84,2.93,"10","0",106,1
84,"F",1995,0.78,0.73,"1","0",1039,1
78,"F",1996,1.32,1.25,"5","0",4688,0
58,"M",1996,0.85,2.54,"8","0",4831,0
57,"F",1996,1.16,1.32,"4","0",4732,0
66,"F",1996,1.94,1.87,"8","0",4915,0
57,"M",1996,1.39,1.84,"7","0",4750,0
77,"M",1996,1.29,2.38,"8","0",4920,0
75,"M",1995,1.83,1.67,"8","0",4919,1
67,"F",1997,1.31,1.63,"6","0",4358,0
60,"F",1996,2.55,1.74,"9","0",4750,0
66,"M",1996,2.4,3.39,"10","0",7,0
51,"F",1996,6.05,5.01,"10","0",983,1
67,"F",1995,1.02,1.9,"6","0",4998,0
62,"M",1995,1.36,1.43,"5","0",5004,0
86,"F",1996,1.7,2.1,"8","0",190,1
78,"M",1996,4.91,8.89,"10","0",860,1
52,"M",1997,1.08,1.09,"3","0",4367,0
67,"F",1995,1.86,1.89,"8","0",4295,1
78,"M",1996,1.49,2.58,"9","0",1949,1
51,"F",1997,1.32,1.62,"6","0",4562,0
73,"M",1996,1.55,1.9,"8","0",2629,1
60,"M",1998,1.28,1.19,"4","0",1,0
59,"M",1996,1.03,1.34,"4","0",214,1
77,"F",1997,0.92,1.18,"3","0",3712,1
50,"F",1995,0.74,0.84,"1","0",4940,0
59,"F",1996,1.4,1.34,"5","0",4655,0
51,"M",1997,2.23,2.51,"10","0",4316,0
72,"F",1996,1.15,1.95,"7","0",4774,0
59,"M",1998,1.05,0.96,"2","0",2276,1
71,"F",2001,2.24,2.43,"9","0",2953,0
68,"F",1996,1.23,1.07,"3","0",4610,1
73,"M",1996,0.28,0.95,"1","0",4915,0
69,"F",1998,1.78,1.48,"7","0",4105,0
50,"F",1998,0.74,1.06,"2","0",4037,0
58,"M",1996,0.976,1.04,"2","0",4565,0
63,"F",1997,1.68,3.18,"10","0",2964,1
51,"M",1998,1.43,1.71,"7","0",4058,0
68,"M",1995,1.02,1.15,"3","0",1195,1
51,"F",2003,0.875,1.58,"4","0",2220,0
84,"M",1997,1.11,1.38,"4","0",2558,1
61,"F",1997,1.27,1.65,"6","0",4221,0
71,"F",1996,1.91,1.21,"7","0",4890,0
77,"F",1997,1.48,1.77,"7","0",4422,0
56,"M",2003,1.68,1.42,"7","0",2296,0
57,"F",1996,0.39,1.01,"1","0",4890,0
61,"M",1998,0.71,1.88,"5","0",3886,0
64,"F",1996,1.01,2.82,"8","0",2476,1
72,"M",1995,2.13,1.95,"9","0",2449,1
54,"F",1996,1.67,2.98,"9","0",4900,0
81,"M",1998,1.66,2.13,"8","0",3293,1
56,"M",1996,1.03,1.29,"3","0",4632,0
74,"F",1995,1.53,1.85,"8","0",4941,0
54,"F",1996,1.03,1.89,"6","0",3857,0
69,"F",2002,1.39,1.71,"7","0",2514,0
93,"F",1996,1.57,2.25,"8","0",2498,0
57,"F",1999,1.35,1.41,"5","0",3679,0
63,"F",1995,2.53,2.69,"10","0",1140,1
79,"M",1996,3.93,3.04,"10","0",3795,1
50,"F",1997,1.06,1.09,"3","0",295,1
64,"M",1997,2.16,2.54,"9","0",4556,0
62,"F",1996,1.57,2.21,"8","0",4911,0
68,"F",1997,0.43,0.75,"1","0",2577,0
52,"M",2003,0.979,0.929,"2","0",2197,0
54,"M",1996,1.33,1.17,"4","0",4678,0
63,"F",2001,2.98,2.1,"10","0",1590,0
53,"F",1997,1.16,0.962,"3","0",4558,0
60,"F",1995,0.75,1,"1","0",4990,0
68,"F",1996,1.5,2.23,"8","0",4413,1
61,"M",1999,1.4,1.2,"5","0",3807,0
58,"M",1996,1.36,1.11,"4","0",3864,1
56,"F",1996,1.21,1.61,"6","0",4612,0
65,"F",1996,1.13,1.39,"4","0",4921,0
52,"M",1996,0.401,1,"1","0",4339,0
69,"M",1996,1.13,1.22,"4","0",4446,1
57,"F",2002,1.73,1.55,"7","0",2504,0
56,"F",1995,1.84,2.17,"9","0",4949,0
83,"F",1996,0.61,1.21,"2","0",3953,1
57,"F",1996,0.385,1.2,"1","0",4725,0
52,"M",1997,0.721,1.38,"3","0",7,1
55,"F",1997,0.949,1.47,"4","0",2135,1
56,"M",1995,1.15,1.32,"4","0",4996,0
65,"M",1996,0.76,0.89,"1","0",4850,0
79,"F",1996,0.49,1.03,"1","0",4572,1
51,"F",1999,0.815,0.864,"1","0",3675,0
55,"M",1998,1.63,1.29,"6","0",448,0
60,"M",1996,0.224,1.71,"2","1",4620,0
57,"M",1998,2.11,1.33,"8","0",4172,0
70,"F",1998,0.896,1.13,"2","0",1081,1
59,"M",1995,0.82,1.15,"2","0",4949,0
79,"F",1997,0.949,1.55,"4","0",4352,0
54,"M",1995,1.33,1.41,"5","0",4999,0
64,"M",1995,1.04,0.95,"2","0",2378,1
61,"F",2001,1.64,1.43,"7","0",3085,0
75,"M",1995,0.62,1.1,"1","0",4957,0
68,"M",1995,1.19,1.13,"3","0",3620,1
88,"F",1996,1.18,1.64,"6","0",857,1
74,"M",1996,1.16,1.82,"6","0",4842,0
51,"M",1997,1.44,0.96,"4","0",4402,0
76,"F",1997,1.53,1.4,"6","0",976,1
62,"F",1996,2.01,2.47,"9","0",4674,0
73,"M",1996,0.65,1.08,"1","0",4925,0
63,"M",1996,0.39,0.98,"1","0",4922,0
51,"M",1996,3.49,2.35,"10","0",1843,1
62,"M",1996,1.1,1.78,"6","0",4138,1
61,"M",1995,0.98,1.43,"4","0",4934,0
62,"F",1996,1.5,1.22,"5","0",4634,0
57,"M",1996,0.56,0.96,"1","0",4920,0
53,"M",2003,1.86,1.321,"7","0",1648,0
50,"F",1997,1.09,1.37,"4","0",4396,0
67,"F",1998,4.48,4.45,"10","0",46,1
61,"F",1998,0.893,1.42,"3","0",3889,0
72,"M",1997,0.702,1.08,"2","0",4275,0
80,"F",2000,1.19,1.52,"5","0",3112,0
60,"M",1996,0.341,0.286,"1","0",4648,0
55,"F",2000,0.74,1.2,"2","0",3199,0
73,"M",1995,1.93,1.78,"8","0",1678,1
57,"M",1995,0.85,1.26,"3","0",4939,0
62,"F",1996,1.17,2.1,"7","0",4892,0
56,"M",2000,1.05,1.16,"3","0",2411,0
58,"F",1997,1.43,2.15,"8","0",4553,0
79,"F",1996,1.81,2.28,"9","0",4852,0
76,"F",1996,1.57,2.95,"9","0",1578,1
56,"M",1996,2.11,2.17,"9","0",4926,0
60,"F",1996,0.979,1.26,"3","0",4723,0
69,"M",2000,1.49,1.12,"5","0",3263,0
73,"F",1997,1.17,1.09,"3","0",1997,1
56,"F",1996,2.25,3.56,"10","0",4740,0
63,"F",1996,0.41,1.03,"1","0",4725,0
84,"F",1996,0.915,1.21,"3","0",397,1
65,"F",1996,1.3,1.74,"6","0",4673,0
70,"M",1996,1.4,1.29,"5","0",549,1
54,"F",1996,0.99,0.047,"1","1",4662,0
73,"F",1996,1.68,1.68,"7","0",777,1
79,"M",1998,1.49,2.36,"8","0",3886,0
65,"F",1997,0.933,1.45,"4","0",4498,0
57,"M",1997,1.09,1.02,"3","0",4421,0
69,"F",1995,1.67,1.41,"7","0",5076,0
74,"F",1998,0.882,1.38,"3","0",4193,0
68,"F",1995,0.7,1.34,"2","0",4999,0
59,"F",1998,2.04,1.33,"7","0",4061,0
50,"F",1996,0.69,0.75,"1","0",3955,0
56,"M",1999,1.24,1.31,"4","0",3815,0
59,"M",1997,1.08,1.77,"6","0",4529,0
58,"F",1996,1.23,1.55,"5","0",4747,0
72,"F",1996,2.01,2.79,"10","0",4849,0
55,"M",2003,0.957,0.948,"2","0",2301,0
56,"M",1996,0.99,1.19,"3","0",4824,0
68,"M",1997,1.97,1.32,"7","0",4078,1
56,"F",1997,1.39,1.59,"6","0",4501,0
51,"F",1996,2.42,2.58,"10","0",4758,0
61,"M",1997,1.34,1.34,"5","0",4488,0
50,"F",1997,1.22,1.13,"4","0",4548,0
74,"F",1996,0.877,1.67,"4","0",1804,1
54,"F",1996,0.8,0.979,"2","0",4589,0
79,"F",1997,1.24,2.64,"9","0",2987,0
56,"M",1995,0.98,0.89,"2","0",4989,0
59,"M",1996,1.23,1.78,"6","0",4813,0
54,"F",1996,0.83,1.24,"2","0",4638,0
63,"F",1996,1.02,1.38,"4","0",4862,0
61,"F",1997,1.88,1.56,"8","0",4485,0
60,"M",1997,1.52,1.73,"7","0",4543,0
65,"M",2001,1.41,1.65,"6","0",2898,0
73,"F",1996,1.35,1.24,"5","0",4648,0
83,"M",1996,1.65,2.04,"8","0",3596,1
67,"F",1998,1.61,1.36,"6","0",2370,1
62,"F",2003,1.47,1.46,"6","0",2237,0
72,"M",2002,1.15,1.37,"4","0",2547,0
80,"M",1996,1.52,3.8,"10","0",2925,1
57,"M",1999,0.57,1.16,"1","0",3659,0
57,"M",1996,0.85,1.31,"3","0",4843,0
90,"M",1997,1.49,1.91,"8","0",2177,1
77,"F",1997,1.05,1.89,"6","0",2445,1
51,"F",1996,1.4,1.71,"7","0",4843,0
66,"M",1996,0.96,1.04,"2","0",4816,0
66,"F",1996,1.59,1.59,"7","0",4646,0
72,"M",1996,2.02,2.13,"9","0",4631,0
59,"F",1997,1,0.912,"2","0",4382,0
57,"M",1996,0.39,0.302,"1","0",4661,0
87,"F",1997,4.11,5.52,"10","0",1810,1
74,"F",1996,0.76,0.82,"1","0",4452,0
63,"M",1996,1.49,1.64,"7","0",4877,0
79,"F",1996,2.04,3.09,"10","0",3940,1
80,"M",1999,1.57,2.67,"9","0",1083,1
71,"F",1997,0.984,0.314,"1","1",4457,0
67,"F",1995,1.39,1.49,"6","0",4948,0
69,"F",1996,1.23,1.39,"5","0",4859,0
55,"M",1996,1.1,1.63,"5","0",4785,0
57,"F",1996,1.64,1.44,"7","0",4898,0
50,"F",1995,1.01,1.03,"2","0",203,0
51,"M",1996,1.37,1.48,"6","0",4632,0
71,"M",1999,9.69,8.45,"10","0",326,1
61,"F",1995,1.23,1.35,"5","0",4949,0
88,"M",1995,2.5,2.32,"10","0",1883,1
88,"M",1996,1,1.17,"3","0",3164,1
76,"M",1995,1.23,1.62,"6","0",834,1
56,"F",1996,1.26,1.29,"4","0",4568,0
51,"M",1998,1.1,1.53,"5","0",4050,0
67,"F",1996,1.9,1.45,"7","0",4646,0
63,"F",1996,2.2,2.33,"9","0",887,1
51,"M",2003,2.22,1.62,"8","0",2315,0
58,"F",1995,2.15,7.65,"10","0",5055,0
65,"F",1999,0.94,1.27,"3","0",3781,0
89,"F",1996,1.61,2.12,"8","0",4347,1
69,"F",1997,1.21,2.21,"8","0",2404,1
53,"F",1995,2.14,2.11,"9","0",218,1
57,"M",1996,0.81,0.92,"1","0",4606,0
77,"F",1996,1.31,1.49,"5","0",4694,0
55,"M",1996,0.68,1.39,"2","0",270,1
54,"F",2003,1.47,1.1,"5","0",2140,0
90,"M",1996,2.24,2.07,"9","0",750,1
57,"F",2001,0.58,1.29,"2","0",2994,0
73,"F",1996,0.68,0.6,"1","0",4838,0
54,"F",1996,0.64,1.19,"2","0",4866,0
70,"F",1995,1.97,3.3,"10","0",680,1
63,"F",1996,1.35,1.02,"4","0",4598,0
51,"M",2000,1.27,0.953,"3","0",3218,0
51,"F",1997,1.11,1.91,"6","0",4549,0
65,"F",1995,1.65,1.19,"6","0",4985,0
57,"M",1995,1.15,1.77,"6","0",4939,0
68,"M",1996,1.34,1.43,"5","0",4816,0
74,"M",1999,1.41,2.57,"9","0",3555,0
88,"F",1996,1.5,1.92,"8","0",945,1
74,"M",1995,2.13,2.44,"9","0",3038,1
64,"F",1996,0.92,0.264,"1","1",4578,0
72,"F",1999,1.01,1.35,"4","0",3710,0
52,"F",1997,0.55,0.8,"1","0",4213,0
56,"M",1997,1.19,1.36,"4","0",4561,0
61,"M",1996,1.68,2.4,"9","0",4793,0
66,"F",1996,2.97,2.75,"10","0",1454,1
52,"F",1998,0.873,0.56,"1","0",4184,0
50,"F",1998,1.62,2.67,"9","0",3960,0
79,"F",1997,1.13,2.06,"7","0",789,1
71,"M",2000,1.37,1.72,"7","0",1120,1
69,"F",2001,1.84,1.77,"8","0",145,1
96,"F",1995,1.39,2.13,"8","0",937,1
56,"F",1996,0.82,1.08,"2","0",4829,0
70,"M",1997,1.53,1.64,"7","0",4396,0
82,"M",1996,1.47,1.88,"7","0",3096,1
60,"F",1996,1.13,1.73,"6","0",4736,0
54,"F",1997,0.711,1.43,"3","0",4238,0
76,"F",1995,0.79,1.89,"5","0",1118,1
86,"F",1996,2.01,1.9,"9","0",11,1
51,"F",1996,0.924,1.83,"5","0",4772,0
72,"F",1998,1.32,1.34,"5","0",4177,0
68,"F",2001,3.5,5.17,"10","0",2910,0
56,"M",1997,1.64,2.53,"9","0",4473,0
84,"M",1997,2.1,2.67,"10","0",4531,0
61,"F",1996,0.999,1.04,"2","0",1884,0
58,"M",1997,0.412,0.471,"1","0",4542,0
66,"M",1995,1.7,2.85,"9","0",4967,0
50,"F",1999,1.33,1.25,"5","0",5,0
50,"M",1996,1.02,1.29,"3","0",4710,0
57,"F",1996,0.886,1.27,"3","0",4757,0
54,"F",1996,0.88,1.47,"4","0",4914,0
77,"F",1996,1.41,1.76,"7","0",1149,1
69,"M",1997,1.12,1.67,"5","0",1913,1
71,"F",1995,0.53,1.25,"2","0",4991,0
63,"M",1996,1.01,2.13,"7","0",4827,0
51,"F",1996,1.67,1.66,"7","0",4779,0
50,"M",1996,0.54,1.48,"2","0",4872,0
50,"F",1999,1.22,1.84,"6","0",325,0
70,"F",1996,0.96,1.24,"3","0",4801,0
69,"M",1995,1.16,1.19,"4","0",5090,0
52,"F",1996,0.754,1.94,"5","0",2751,0
63,"F",1997,1.09,1.7,"5","0",4212,0
55,"F",1997,1.34,1.47,"6","0",4220,0
59,"M",2003,2.04,1.62,"8","0",936,1
63,"F",1999,1.36,1.31,"5","0",3564,0
62,"M",1995,1.01,1.27,"3","0",4999,0
53,"M",1996,0.86,1.56,"4","0",4858,0
50,"F",1997,1.33,1.06,"4","0",1378,1
50,"F",1997,0.915,0.879,"2","0",4446,0
52,"M",2000,2.61,3.01,"10","0",3214,0
84,"F",1996,1.34,1.55,"6","0",4234,1
57,"M",1998,0.904,0.463,"1","1",4150,0
67,"F",1996,1.57,1.72,"7","0",4866,0
61,"F",1996,2.69,2.14,"10","0",4816,0
56,"F",1997,1.46,1.51,"6","0",4521,0
89,"M",1996,10.4,11.2,"10","0",392,1
60,"M",1996,0.871,1.47,"4","0",4702,0
73,"F",1996,2.05,2.33,"9","0",4914,0
51,"M",1996,1.33,1.45,"5","0",4592,0
81,"F",1997,1.58,1.66,"7","0",1724,1
63,"F",1998,2.61,3.54,"10","0",4046,0
83,"F",1996,0.7,0.89,"1","0",1831,1
51,"F",1995,1.17,1.87,"6","0",4992,0
55,"F",1996,0.449,1.05,"1","0",4703,0
64,"M",1996,0.67,0.7,"1","0",4820,0
75,"M",1996,1.35,1.26,"5","0",4641,0
52,"F",1996,0.89,0.349,"1","1",4694,0
63,"F",1995,0.5,1.01,"1","0",4956,0
58,"F",1997,0.92,1.14,"2","0",2749,1
67,"F",1997,0.861,0.926,"2","0",4311,0
84,"F",1997,1.43,1.68,"7","0",373,1
67,"M",1997,1.76,1.58,"7","0",4520,0
52,"F",1996,0.85,1.9,"5","0",4915,0
54,"F",1998,1.07,0.939,"2","0",3645,0
69,"F",1999,1.06,1.19,"3","0",3535,0
65,"F",1995,1.16,1.29,"4","0",1819,1
73,"F",1997,0.708,1.06,"2","0",4268,0
71,"M",1998,2.16,2.3,"9","0",1000,1
57,"F",1996,1.54,1.57,"7","0",4688,0
64,"F",1997,0.24,0.348,"1","0",4355,0
78,"M",1996,4.95,3.62,"10","0",551,1
74,"M",1996,0.741,1.22,"2","0",3211,0
50,"M",1997,0.343,1.06,"1","0",4523,0
57,"F",1998,2.16,2.29,"9","0",4152,0
53,"M",1996,0.79,1.17,"2","0",4124,0
60,"F",1997,1.14,1.58,"5","0",4291,0
52,"M",1997,1.04,1.46,"4","0",4558,0
56,"F",1996,0.81,1.59,"4","0",4892,0
55,"M",1997,0.247,0.461,"1","0",3852,0
59,"M",1995,1.05,1.66,"5","0",4997,0
54,"F",1999,1.29,1.3,"5","0",240,0
69,"M",1996,1.74,1.52,"7","0",3019,1
77,"M",1997,1.68,1.52,"7","0",734,1
69,"M",1997,2.37,2.25,"9","0",3619,1
60,"M",1997,0.838,1.15,"2","0",4313,0
52,"M",1998,1.17,1.04,"3","0",4092,0
52,"M",1998,1.4,1.5,"6","0",4121,0
52,"M",1995,1.53,1.94,"8","0",4982,0
58,"F",1995,0.95,1.23,"3","0",4962,0
50,"M",1999,1.49,1.36,"6","0",3702,0
52,"F",2000,1.3,1.5,"5","0",2743,0
81,"F",1995,0.57,0.98,"1","0",2285,1
65,"F",1997,1.17,1.96,"7","0",4493,0
61,"M",1996,0.99,1.43,"4","0",4583,0
77,"F",1996,2.35,2.02,"9","0",3277,1
55,"F",1996,0.87,1.43,"3","0",4807,0
55,"F",1996,1.58,1.46,"6","0",4631,0
66,"M",1996,1.31,1.02,"3","0",4599,0
70,"F",1995,1.32,1.73,"6","0",4985,0
81,"F",1996,0.47,1.07,"1","0",2814,1
53,"F",1995,1.75,2.11,"9","0",4957,0
54,"M",1997,0.752,1.54,"3","0",4290,0
76,"F",1996,1.57,1.49,"6","0",4599,0
55,"M",1996,1.64,1.97,"8","0",4764,0
57,"F",1997,0.788,1.3,"3","0",1024,1
65,"F",2000,2.86,2.48,"10","0",3281,0
84,"M",1996,1.27,1.26,"4","0",4009,1
60,"M",1995,1.2,1.63,"6","0",4950,0
52,"F",1996,1.27,1.78,"6","0",4920,0
67,"F",1997,0.857,1.51,"4","0",4341,0
51,"M",1997,1.05,0.925,"2","0",4429,0
51,"M",2003,1.43,1.48,"6","0",2099,0
58,"M",1998,1.67,1.27,"6","0",4100,0
53,"F",1996,1.2,1.32,"4","0",4648,0
78,"F",1996,1.34,1.76,"7","0",3109,0
61,"M",2003,1.18,1.72,"6","0",2195,0
68,"F",1996,0.941,0.645,"1","0",4773,0
59,"M",1996,1.69,2.41,"9","0",4851,0
68,"F",1995,0.48,1.51,"2","0",4984,0
63,"F",1998,0.836,1.05,"2","0",4080,0
62,"M",1997,1.12,1.53,"5","0",4459,0
78,"M",1995,1.92,1.95,"9","0",3190,1
68,"M",1996,1,0.97,"2","0",4914,0
73,"M",2000,1.38,2.02,"8","0",2936,0
59,"M",1996,1.24,1.17,"4","0",4843,0
62,"F",1996,1.37,1.54,"6","0",4890,0
75,"M",1996,2.15,2.25,"9","0",4927,0
54,"M",1996,1.66,3.2,"10","0",4697,0
71,"M",1996,1.27,1.44,"5","0",3833,1
82,"M",2001,2.34,2.84,"10","0",419,1
50,"M",1995,0.28,1.03,"1","0",5004,0
84,"F",1996,2.36,4.85,"10","0",1071,1
60,"F",1998,0.644,0.408,"1","0",3104,1
52,"F",1998,1.44,2.26,"8","0",4170,0
73,"F",1996,0.417,0.98,"1","0",3069,1
69,"M",2001,0.855,0.764,"1","0",2920,0
88,"M",1996,0.93,1.26,"3","0",1036,1
53,"F",2003,2.59,2.31,"10","0",1953,0
67,"F",1997,1.31,1.73,"6","0",4326,0
58,"F",1995,1.46,1.91,"7","0",305,1
55,"M",1997,0.77,1.2,"2","0",3934,1
68,"F",1996,0.65,1.25,"2","0",2190,1
75,"F",1998,2.76,2.46,"10","0",995,1
90,"F",1997,1.76,2.72,"9","0",335,1
57,"F",1995,1.25,1.75,"6","0",5005,0
63,"F",1996,1.88,1.62,"8","0",4695,0
60,"M",1996,2.01,1.79,"8","0",4746,0
79,"F",1997,1.05,1.23,"3","0",3774,1
85,"F",1996,2.36,2.08,"9","0",4688,1
60,"F",1999,1.4,1.39,"5","0",3561,0
63,"F",1995,1.43,1.67,"7","0",4950,0
76,"M",1996,2.42,2.04,"9","0",4049,1
58,"F",1995,0.38,0.83,"1","0",4960,0
79,"M",1995,3.66,3.12,"10","0",283,1
88,"M",1996,2.21,2.14,"9","0",2035,1
57,"F",1996,0.53,0.86,"1","0",4711,0
50,"F",1997,1.21,1.44,"5","0",1154,0
69,"M",1995,1.18,1.3,"4","0",4991,0
60,"M",1997,1.98,1.66,"8","0",3051,1
55,"F",1995,1.53,1.7,"7","0",4997,0
87,"M",1997,5.11,5.68,"10","0",124,1
90,"F",1996,2.12,1.5,"8","0",89,1
65,"M",1997,1.57,1.71,"7","0",4267,0
52,"F",2003,1.14,1.55,"5","0",2183,0
51,"M",2002,0.866,0.834,"1","0",2547,0
54,"F",1996,2.1,2.44,"9","0",4827,0
59,"F",1995,1.05,1.23,"3","0",2459,1
83,"F",1996,1.54,1.4,"6","0",1517,1
72,"F",1996,0.91,1.22,"3","0",4817,0
68,"F",1996,1.36,1.97,"7","0",3116,1
86,"F",1997,2.28,1.89,"9","0",1481,1
72,"M",1996,2.35,2.78,"10","0",3703,1
59,"F",2003,1.31,1.95,"7","0",2260,0
58,"F",1995,0.34,0.88,"1","0",4997,0
82,"F",1995,1.34,1.48,"6","0",4950,0
73,"F",1995,1.08,1.46,"4","0",5003,0
72,"F",1996,1.13,1.15,"3","0",4751,0
76,"F",1997,0.678,2.04,"5","0",3596,1
50,"F",1999,1.2,1.45,"5","0",3609,0
71,"F",1995,1.45,1.62,"7","0",4997,0
50,"F",1999,0.961,1.33,"3","0",3651,0
